institution_id,institution_name,institution_created_date,researcher_id,researcher_name,researcher_comments,conference_id,conference_title,conference_date,conference_comments,registration_id,registration_fee,attendance_status
25,Oxford - Campus 25,1941-02-04,1020,Dr. U20 Smith,Specialization: Biology,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50160,270.25,Confirmed
19,Stanford - Campus 19,1863-02-04,1010,Dr. K10 Smith,Specialization: Biology,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50161,229.19,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1041,Dr. P41 Smith,Specialization: Biology,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50162,348.57,Pending
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50163,441.21,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1022,Dr. W22 Smith,Specialization: Physics,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50164,168.48,Confirmed
14,CERN - Campus 14,1884-02-29,1038,Dr. M38 Smith,Specialization: Physics,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50165,197.26,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1041,Dr. P41 Smith,Specialization: Biology,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50166,329.48,Pending
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50167,243.36,Pending
32,IST Lisbon - Campus 32,1926-05-13,1011,Dr. L11 Smith,Specialization: Physics,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50168,243.52,Confirmed
5,Oxford - Campus 5,1890-02-18,1017,Dr. R17 Smith,Specialization: Physics,514,International Future of Tech Summit 14,2025-02-25,Venue: Tokyo,50169,439.88,Cancelled
1,CERN - Campus 1,1855-11-22,1039,Dr. N39 Smith,Specialization: Physics,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50170,434.96,Confirmed
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,509,International Future of Tech Summit 9,2026-03-07,Venue: Online,50171,116.91,Cancelled
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,511,International Global Health Summit 11,2025-01-27,Venue: Berlin,50172,94.5,Pending
44,Oxford - Campus 44,1933-05-01,1037,Dr. L37 Smith,Specialization: Physics,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50173,483.06,Pending
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50174,381.66,Confirmed
32,IST Lisbon - Campus 32,1926-05-13,1011,Dr. L11 Smith,Specialization: Physics,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50175,455.74,Confirmed
4,Max Planck - Campus 4,1909-08-21,1002,Dr. C2 Smith,Specialization: Ethics,517,International Global Health Summit 17,2025-02-23,Venue: Online,50176,466.77,Pending
15,IST Lisbon - Campus 15,1907-11-17,1047,Dr. V47 Smith,Specialization: AI,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50177,445.41,Cancelled
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,509,International Future of Tech Summit 9,2026-03-07,Venue: Online,50178,353.84,Cancelled
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,540,International Climate Change Summit 40,2025-11-20,Venue: Lisbon,50179,134.45,Confirmed
43,Stanford - Campus 43,1896-11-23,1016,Dr. Q16 Smith,Specialization: Physics,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50180,143.86,Confirmed
25,Oxford - Campus 25,1941-02-04,1020,Dr. U20 Smith,Specialization: Biology,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50181,348.2,Cancelled
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50182,139.34,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1041,Dr. P41 Smith,Specialization: Biology,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50183,347.4,Cancelled
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,501,International Quantum Computing Summit 1,2025-08-23,Venue: Berlin,50184,57.69,Pending
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50185,322.98,Confirmed
35,IST Lisbon - Campus 35,1961-12-08,1023,Dr. X23 Smith,Specialization: Biology,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50186,55.39,Cancelled
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50187,116.88,Confirmed
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50188,301.15,Cancelled
19,Stanford - Campus 19,1863-02-04,1045,Dr. T45 Smith,Specialization: AI,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50189,493.42,Pending
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,517,International Global Health Summit 17,2025-02-23,Venue: Online,50190,462.74,Confirmed
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50191,149.95,Cancelled
9,Stanford - Campus 9,1934-04-30,1004,Dr. E4 Smith,Specialization: Ethics,545,International Future of Tech Summit 45,2026-05-03,Venue: Online,50192,167.14,Cancelled
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,537,International Climate Change Summit 37,2026-12-22,Venue: Tokyo,50193,55.75,Pending
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50194,476.33,Confirmed
13,CERN - Campus 13,1884-04-20,1015,Dr. P15 Smith,Specialization: Biology,509,International Future of Tech Summit 9,2026-03-07,Venue: Online,50195,129.55,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1041,Dr. P41 Smith,Specialization: Biology,519,International Climate Change Summit 19,2026-06-07,Venue: Berlin,50196,239.69,Pending
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50197,108.33,Pending
35,IST Lisbon - Campus 35,1961-12-08,1041,Dr. P41 Smith,Specialization: Biology,519,International Climate Change Summit 19,2026-06-07,Venue: Berlin,50198,199.99,Cancelled
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50199,338.9,Cancelled
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,528,International Future of Tech Summit 28,2026-12-17,Venue: Online,50200,395.05,Pending
1,CERN - Campus 1,1855-11-22,1039,Dr. N39 Smith,Specialization: Physics,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50201,484.35,Pending
13,CERN - Campus 13,1884-04-20,1015,Dr. P15 Smith,Specialization: Biology,504,International Future of Tech Summit 4,2025-12-06,Venue: Lisbon,50202,143.06,Pending
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50203,53.34,Pending
43,Stanford - Campus 43,1896-11-23,1016,Dr. Q16 Smith,Specialization: Physics,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50204,294.97,Confirmed
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50205,419.65,Confirmed
48,IST Lisbon - Campus 48,1958-08-25,1028,Dr. C28 Smith,Specialization: Biology,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50206,452.57,Cancelled
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,526,International Future of Tech Summit 26,2025-08-07,Venue: Berlin,50207,437.94,Pending
23,MIT - Campus 23,1910-07-13,1013,Dr. N13 Smith,Specialization: Ethics,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50208,457.03,Confirmed
12,Max Planck - Campus 12,1955-09-25,1050,Dr. Y50 Smith,Specialization: Physics,540,International Climate Change Summit 40,2025-11-20,Venue: Lisbon,50209,296.18,Cancelled
5,Oxford - Campus 5,1890-02-18,1017,Dr. R17 Smith,Specialization: Physics,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50210,437.96,Cancelled
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50211,483.5,Pending
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50212,137.06,Confirmed
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50213,176.01,Confirmed
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50214,226.91,Pending
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50215,112.32,Confirmed
27,Max Planck - Campus 27,1966-07-31,1032,Dr. G32 Smith,Specialization: Biology,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50216,307.92,Confirmed
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,505,International Climate Change Summit 5,2026-05-02,Venue: Berlin,50217,354.19,Cancelled
9,Stanford - Campus 9,1934-04-30,1004,Dr. E4 Smith,Specialization: Ethics,505,International Climate Change Summit 5,2026-05-02,Venue: Berlin,50218,424.13,Pending
35,IST Lisbon - Campus 35,1961-12-08,1022,Dr. W22 Smith,Specialization: Physics,545,International Future of Tech Summit 45,2026-05-03,Venue: Online,50219,481.9,Cancelled
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50220,256.98,Pending
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50221,88.1,Pending
8,CERN - Campus 8,1945-01-27,1042,Dr. Q42 Smith,Specialization: Biology,525,International Quantum Computing Summit 25,2025-08-08,Venue: Lisbon,50222,498.49,Pending
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,528,International Future of Tech Summit 28,2026-12-17,Venue: Online,50223,245.32,Cancelled
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,526,International Future of Tech Summit 26,2025-08-07,Venue: Berlin,50224,125.43,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1041,Dr. P41 Smith,Specialization: Biology,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50225,341.67,Cancelled
1,CERN - Campus 1,1855-11-22,1039,Dr. N39 Smith,Specialization: Physics,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50226,350.39,Pending
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,527,International Future of Tech Summit 27,2025-07-24,Venue: Tokyo,50227,111.06,Pending
48,IST Lisbon - Campus 48,1958-08-25,1028,Dr. C28 Smith,Specialization: Biology,529,International Climate Change Summit 29,2026-03-04,Venue: Berlin,50228,313.97,Pending
22,IST Lisbon - Campus 22,1939-09-24,1005,Dr. F5 Smith,Specialization: Biology,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50229,324.43,Pending
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50230,435.48,Pending
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50231,343.86,Cancelled
1,CERN - Campus 1,1855-11-22,1039,Dr. N39 Smith,Specialization: Physics,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50232,440.15,Confirmed
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50233,170.94,Cancelled
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50234,64.11,Cancelled
22,IST Lisbon - Campus 22,1939-09-24,1005,Dr. F5 Smith,Specialization: Biology,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50235,444.53,Pending
23,MIT - Campus 23,1910-07-13,1009,Dr. J9 Smith,Specialization: Biology,514,International Future of Tech Summit 14,2025-02-25,Venue: Tokyo,50236,335.88,Confirmed
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,515,International Global Health Summit 15,2025-10-03,Venue: Lisbon,50237,187.97,Pending
4,Max Planck - Campus 4,1909-08-21,1002,Dr. C2 Smith,Specialization: Ethics,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50238,289.98,Cancelled
9,Stanford - Campus 9,1934-04-30,1007,Dr. H7 Smith,Specialization: Biology,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50239,252.56,Pending
27,Max Planck - Campus 27,1966-07-31,1032,Dr. G32 Smith,Specialization: Biology,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50240,359.44,Cancelled
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,537,International Climate Change Summit 37,2026-12-22,Venue: Tokyo,50241,244.08,Cancelled
14,CERN - Campus 14,1884-02-29,1038,Dr. M38 Smith,Specialization: Physics,516,International Global Health Summit 16,2025-02-12,Venue: Online,50242,53.0,Confirmed
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,516,International Global Health Summit 16,2025-02-12,Venue: Online,50243,381.78,Confirmed
27,Max Planck - Campus 27,1966-07-31,1014,Dr. O14 Smith,Specialization: Physics,525,International Quantum Computing Summit 25,2025-08-08,Venue: Lisbon,50244,482.81,Confirmed
23,MIT - Campus 23,1910-07-13,1013,Dr. N13 Smith,Specialization: Ethics,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50245,297.98,Pending
23,MIT - Campus 23,1910-07-13,1013,Dr. N13 Smith,Specialization: Ethics,541,International Future of Tech Summit 41,2025-02-28,Venue: Berlin,50246,238.44,Cancelled
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50247,394.47,Pending
27,Max Planck - Campus 27,1966-07-31,1012,Dr. M12 Smith,Specialization: AI,506,International Future of Tech Summit 6,2026-10-11,Venue: Berlin,50248,107.96,Cancelled
26,IST Lisbon - Campus 26,1951-03-13,1033,Dr. H33 Smith,Specialization: Ethics,513,International Future of Tech Summit 13,2026-10-05,Venue: Online,50249,186.68,Cancelled
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,527,International Future of Tech Summit 27,2025-07-24,Venue: Tokyo,50250,193.39,Confirmed
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,501,International Quantum Computing Summit 1,2025-08-23,Venue: Berlin,50251,141.51,Confirmed
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50252,283.94,Confirmed
15,IST Lisbon - Campus 15,1907-11-17,1047,Dr. V47 Smith,Specialization: AI,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50253,242.0,Pending
14,CERN - Campus 14,1884-02-29,1038,Dr. M38 Smith,Specialization: Physics,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50254,215.27,Pending
19,Stanford - Campus 19,1863-02-04,1045,Dr. T45 Smith,Specialization: AI,518,International Future of Tech Summit 18,2025-06-20,Venue: Tokyo,50255,191.38,Confirmed
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50256,71.77,Confirmed
47,CERN - Campus 47,1853-04-04,1044,Dr. S44 Smith,Specialization: Biology,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50257,305.89,Confirmed
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,518,International Future of Tech Summit 18,2025-06-20,Venue: Tokyo,50258,138.93,Cancelled
46,Oxford - Campus 46,1853-06-30,1031,Dr. F31 Smith,Specialization: Ethics,505,International Climate Change Summit 5,2026-05-02,Venue: Berlin,50259,66.77,Pending
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50260,157.74,Confirmed
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,537,International Climate Change Summit 37,2026-12-22,Venue: Tokyo,50261,199.42,Confirmed
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,520,International Global Health Summit 20,2026-09-20,Venue: Online,50262,243.06,Cancelled
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,524,International Global Health Summit 24,2025-01-06,Venue: Lisbon,50263,115.69,Confirmed
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50264,83.27,Pending
19,Stanford - Campus 19,1863-02-04,1045,Dr. T45 Smith,Specialization: AI,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50265,261.08,Confirmed
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,536,International Future of Tech Summit 36,2026-01-23,Venue: Tokyo,50266,304.31,Cancelled
26,IST Lisbon - Campus 26,1951-03-13,1033,Dr. H33 Smith,Specialization: Ethics,539,International Future of Tech Summit 39,2026-05-20,Venue: Online,50267,71.22,Confirmed
14,CERN - Campus 14,1884-02-29,1036,Dr. K36 Smith,Specialization: AI,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50268,141.44,Pending
46,Oxford - Campus 46,1853-06-30,1031,Dr. F31 Smith,Specialization: Ethics,545,International Future of Tech Summit 45,2026-05-03,Venue: Online,50269,117.76,Pending
14,CERN - Campus 14,1884-02-29,1038,Dr. M38 Smith,Specialization: Physics,521,International Future of Tech Summit 21,2025-01-20,Venue: Online,50270,64.08,Cancelled
23,MIT - Campus 23,1910-07-13,1013,Dr. N13 Smith,Specialization: Ethics,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50271,155.01,Cancelled
14,CERN - Campus 14,1884-02-29,1038,Dr. M38 Smith,Specialization: Physics,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50272,336.16,Cancelled
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50273,481.18,Confirmed
40,Max Planck - Campus 40,1937-11-18,1021,Dr. V21 Smith,Specialization: AI,525,International Quantum Computing Summit 25,2025-08-08,Venue: Lisbon,50274,191.43,Cancelled
5,Oxford - Campus 5,1890-02-18,1017,Dr. R17 Smith,Specialization: Physics,535,International Future of Tech Summit 35,2026-06-18,Venue: Online,50275,202.56,Confirmed
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50276,460.47,Cancelled
43,Stanford - Campus 43,1896-11-23,1016,Dr. Q16 Smith,Specialization: Physics,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50277,437.97,Cancelled
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50278,197.02,Pending
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50279,315.09,Cancelled
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50280,132.64,Confirmed
3,Stanford - Campus 3,1932-11-13,1027,Dr. B27 Smith,Specialization: Ethics,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50281,173.1,Cancelled
48,IST Lisbon - Campus 48,1958-08-25,1028,Dr. C28 Smith,Specialization: Biology,546,International Global Health Summit 46,2025-08-21,Venue: Tokyo,50282,342.08,Pending
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,510,International Future of Tech Summit 10,2025-04-04,Venue: Tokyo,50283,450.52,Pending
16,Max Planck - Campus 16,1873-01-20,1003,Dr. D3 Smith,Specialization: AI,501,International Quantum Computing Summit 1,2025-08-23,Venue: Berlin,50284,182.84,Confirmed
19,Stanford - Campus 19,1863-02-04,1010,Dr. K10 Smith,Specialization: Biology,539,International Future of Tech Summit 39,2026-05-20,Venue: Online,50285,142.99,Pending
23,MIT - Campus 23,1910-07-13,1013,Dr. N13 Smith,Specialization: Ethics,516,International Global Health Summit 16,2025-02-12,Venue: Online,50286,403.5,Confirmed
32,IST Lisbon - Campus 32,1926-05-13,1011,Dr. L11 Smith,Specialization: Physics,533,International Future of Tech Summit 33,2025-10-20,Venue: Tokyo,50287,137.94,Pending
50,CERN - Campus 50,1860-04-21,1001,Dr. B1 Smith,Specialization: Biology,503,International Global Health Summit 3,2025-04-27,Venue: Berlin,50288,51.24,Pending
49,MIT - Campus 49,1924-05-05,1043,Dr. R43 Smith,Specialization: Physics,512,International Climate Change Summit 12,2025-02-06,Venue: Berlin,50289,308.16,Confirmed
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50290,121.78,Cancelled
48,IST Lisbon - Campus 48,1958-08-25,1028,Dr. C28 Smith,Specialization: Biology,528,International Future of Tech Summit 28,2026-12-17,Venue: Online,50291,58.1,Confirmed
17,Oxford - Campus 17,1932-07-02,1046,Dr. U46 Smith,Specialization: Physics,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50292,113.74,Pending
46,Oxford - Campus 46,1853-06-30,1031,Dr. F31 Smith,Specialization: Ethics,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50293,53.66,Pending
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50294,108.6,Pending
27,Max Planck - Campus 27,1966-07-31,1032,Dr. G32 Smith,Specialization: Biology,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50295,365.88,Cancelled
50,CERN - Campus 50,1860-04-21,1025,Dr. Z25 Smith,Specialization: Physics,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50296,122.16,Confirmed
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,531,International Climate Change Summit 31,2025-03-09,Venue: Tokyo,50297,397.28,Cancelled
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50298,209.93,Cancelled
43,Stanford - Campus 43,1896-11-23,1016,Dr. Q16 Smith,Specialization: Physics,548,International Future of Tech Summit 48,2026-07-18,Venue: Lisbon,50299,345.19,Pending
44,Oxford - Campus 44,1933-05-01,1008,Dr. I8 Smith,Specialization: AI,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50300,198.32,Cancelled
19,Stanford - Campus 19,1863-02-04,1045,Dr. T45 Smith,Specialization: AI,539,International Future of Tech Summit 39,2026-05-20,Venue: Online,50301,109.45,Pending
36,Max Planck - Campus 36,1975-11-05,1019,Dr. T19 Smith,Specialization: Ethics,522,International Global Health Summit 22,2026-09-09,Venue: Tokyo,50302,139.1,Cancelled
30,Stanford - Campus 30,1856-01-28,1030,Dr. E30 Smith,Specialization: AI,543,International Climate Change Summit 43,2025-02-14,Venue: Berlin,50303,183.27,Cancelled
29,MIT - Campus 29,1850-03-24,1034,Dr. I34 Smith,Specialization: Physics,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50304,378.05,Cancelled
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,530,International Future of Tech Summit 30,2025-05-10,Venue: Online,50305,347.35,Pending
23,MIT - Campus 23,1910-07-13,1040,Dr. O40 Smith,Specialization: Physics,542,International Future of Tech Summit 42,2025-08-14,Venue: Online,50306,222.44,Cancelled
35,IST Lisbon - Campus 35,1961-12-08,1023,Dr. X23 Smith,Specialization: Biology,532,International Climate Change Summit 32,2025-07-14,Venue: Tokyo,50307,190.23,Confirmed
44,Oxford - Campus 44,1933-05-01,1037,Dr. L37 Smith,Specialization: Physics,502,International Quantum Computing Summit 2,2026-09-29,Venue: Berlin,50308,350.2,Pending
18,IST Lisbon - Campus 18,1916-04-17,1026,Dr. A26 Smith,Specialization: Ethics,508,International Future of Tech Summit 8,2025-11-19,Venue: Tokyo,50309,250.21,Confirmed
32,IST Lisbon - Campus 32,1926-05-13,1006,Dr. G6 Smith,Specialization: Ethics,520,International Global Health Summit 20,2026-09-20,Venue: Online,50310,414.89,Cancelled
26,IST Lisbon - Campus 26,1951-03-13,1033,Dr. H33 Smith,Specialization: Ethics,520,International Global Health Summit 20,2026-09-20,Venue: Online,50311,288.16,Cancelled
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,544,International Quantum Computing Summit 44,2025-01-31,Venue: Online,50312,349.41,Confirmed
7,Max Planck - Campus 7,1917-04-20,1048,Dr. W48 Smith,Specialization: Ethics,506,International Future of Tech Summit 6,2026-10-11,Venue: Berlin,50313,471.15,Pending
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,550,International Global Health Summit 50,2026-12-02,Venue: Tokyo,50314,314.09,Confirmed
25,Oxford - Campus 25,1941-02-04,1020,Dr. U20 Smith,Specialization: Biology,511,International Global Health Summit 11,2025-01-27,Venue: Berlin,50315,349.91,Confirmed
8,CERN - Campus 8,1945-01-27,1049,Dr. X49 Smith,Specialization: Biology,547,International Quantum Computing Summit 47,2025-02-05,Venue: Lisbon,50316,372.6,Cancelled
32,IST Lisbon - Campus 32,1926-05-13,1011,Dr. L11 Smith,Specialization: Physics,528,International Future of Tech Summit 28,2026-12-17,Venue: Online,50317,258.13,Pending
29,MIT - Campus 29,1850-03-24,1029,Dr. D29 Smith,Specialization: AI,511,International Global Health Summit 11,2025-01-27,Venue: Berlin,50318,81.54,Pending
23,MIT - Campus 23,1910-07-13,1035,Dr. J35 Smith,Specialization: Biology,507,International Climate Change Summit 7,2026-03-06,Venue: Lisbon,50319,85.95,Confirmed
13,CERN - Campus 13,1884-04-20,1015,Dr. P15 Smith,Specialization: Biology,534,International Climate Change Summit 34,2026-04-08,Venue: Berlin,50320,483.08,Pending
